station,time_slot_pacific,show_title,description,show_image_url,time_slot_utc,show_url,scraped_at
Apple Music Hits,6 – 7AM,Pop Hits Radio with Brooke Reese,"2023 AD...or should we say TV, as in Taylor’s Version.",https://is1-ssl.mzstatic.com/image/thumb/Features221/v4/e7/2b/a0/e72ba028-926d-f7c8-d984-a292ee1145ac/9695cd6b-07f0-4314-9e5d-3c21515105c4.png/632x632cc.webp,1 – 2 PM,https://music.apple.com/us/curator/pop-hits-radio-with-brooke-reese/1496850873,2025-09-12T13:37:01.897097-07:00
Apple Music Hits,7 – 8AM,The Hits List,Songs you know and love.,https://is1-ssl.mzstatic.com/image/thumb/Features114/v4/18/ea/f4/18eaf4b9-1954-56a7-0229-3b95250756bd/source/632x632cc.webp,2 – 3 PM,https://music.apple.com/us/station/apple-music-hits/ra.1498155548,2025-09-12T13:37:01.897097-07:00
Apple Music Hits,8 – 10AM,The Hits List,Songs you know and love.,https://is1-ssl.mzstatic.com/image/thumb/Features114/v4/18/ea/f4/18eaf4b9-1954-56a7-0229-3b95250756bd/source/632x632cc.webp,3 – 5 PM,https://music.apple.com/us/station/apple-music-hits/ra.1498155548,2025-09-12T13:37:01.897097-07:00
Apple Music Hits,11AM – 1PM,The Hits List,Songs you know and love.,https://is1-ssl.mzstatic.com/image/thumb/Features114/v4/18/ea/f4/18eaf4b9-1954-56a7-0229-3b95250756bd/source/632x632cc.webp,6 – 8 PM,https://music.apple.com/us/station/apple-music-hits/ra.1498155548,2025-09-12T13:37:01.897097-07:00
Apple Music Hits,12 – 2AM,The Hits List,Songs you know and love.,https://is1-ssl.mzstatic.com/image/thumb/Features114/v4/18/ea/f4/18eaf4b9-1954-56a7-0229-3b95250756bd/source/632x632cc.webp,7 – 9 AM,https://music.apple.com/us/station/apple-music-hits/ra.1498155548,2025-09-12T13:37:01.897097-07:00
Apple Music Hits,1 – 2PM,The Hits List,Songs you know and love.,https://is1-ssl.mzstatic.com/image/thumb/Features114/v4/18/ea/f4/18eaf4b9-1954-56a7-0229-3b95250756bd/source/632x632cc.webp,8 – 9 PM,https://music.apple.com/us/station/apple-music-hits/ra.1498155548,2025-09-12T13:37:01.897097-07:00
Apple Music Hits,1 – 2PM,Prince Essentials,Explore the career-defining hits of music’s biggest stars.,https://is1-ssl.mzstatic.com/image/thumb/RadioSource221/v4/47/4b/d9/474bd996-f3a9-b9b3-dfd0-3d8aef5ce52c/bb_source.png/632x632cc.webp,8 – 9 PM,https://music.apple.com/us/station/apple-music-hits/ra.1498155548,2025-09-12T13:37:01.897097-07:00
Apple Music Hits,2 – 3PM,The Hits List,Songs you know and love.,https://is1-ssl.mzstatic.com/image/thumb/Features114/v4/18/ea/f4/18eaf4b9-1954-56a7-0229-3b95250756bd/source/632x632cc.webp,9 – 10 PM,https://music.apple.com/us/station/apple-music-hits/ra.1498155548,2025-09-12T13:37:01.897097-07:00
Apple Music Hits,3 – 5PM,The Hits List,Songs you know and love.,https://is1-ssl.mzstatic.com/image/thumb/Features114/v4/18/ea/f4/18eaf4b9-1954-56a7-0229-3b95250756bd/source/632x632cc.webp,10PM – 12AM,https://music.apple.com/us/station/apple-music-hits/ra.1498155548,2025-09-12T13:37:01.897097-07:00
Apple Music Hits,5 – 6PM,The Hits List,Songs you know and love.,https://is1-ssl.mzstatic.com/image/thumb/Features114/v4/18/ea/f4/18eaf4b9-1954-56a7-0229-3b95250756bd/source/632x632cc.webp,12 – 1 AM,https://music.apple.com/us/station/apple-music-hits/ra.1498155548,2025-09-12T13:37:01.897097-07:00
Apple Music Hits,6 – 7PM,In the Mix with Nina Sky,"Kick off your weekend with the ""Weekend Warmup"" mix.",https://is1-ssl.mzstatic.com/image/thumb/Features126/v4/ec/68/c1/ec68c1f1-b5a8-8cde-597c-17b285e3d258/pr_source.png/632x632cc.webp,1 – 2 AM,https://music.apple.com/us/curator/pure-throwback-radio-with-nina-sky/1496850732,2025-09-12T13:37:01.897097-07:00
Apple Music Hits,7 – 9PM,The Hits List,Songs you know and love.,https://is1-ssl.mzstatic.com/image/thumb/Features114/v4/18/ea/f4/18eaf4b9-1954-56a7-0229-3b95250756bd/source/632x632cc.webp,2 – 4 AM,https://music.apple.com/us/station/apple-music-hits/ra.1498155548,2025-09-12T13:37:01.897097-07:00
Apple Music Hits,9 – 10PM,'90s Club Essentials,Electronic music’s floor-filling golden age.,https://is1-ssl.mzstatic.com/image/thumb/RadioSource126/v4/f9/e2/29/f9e2290f-2dde-2d06-b8a2-bcf385dc4f48/bb_source.png/632x632cc.webp,4 – 5 AM,https://music.apple.com/us/station/apple-music-hits/ra.1498155548,2025-09-12T13:37:01.897097-07:00
Apple Music Hits,10PM – 12AM,Jayde Donovan,"From Heavy D to Amerie, Lykke Li to Blondie.",https://is1-ssl.mzstatic.com/image/thumb/Features/v4/c3/32/c4/c332c43f-a7ee-2aa5-e555-74e7dcfd1b2d/1b08f34c-01e5-4057-b0c2-cd9b65736b5c.png/632x632cc.webp,5 – 7 AM,https://music.apple.com/us/curator/jayde-donovan/1496683632,2025-09-12T13:37:01.897097-07:00
Apple Music Hits,10 – 11AM,The Hits List,Songs you know and love.,https://is1-ssl.mzstatic.com/image/thumb/Features114/v4/18/ea/f4/18eaf4b9-1954-56a7-0229-3b95250756bd/source/632x632cc.webp,5 – 6 PM,https://music.apple.com/us/station/apple-music-hits/ra.1498155548,2025-09-12T13:37:01.897097-07:00
Apple Musica Uno,2 – 3AM,Corridos al Cien,Pedazos de realidad en forma de canción.,https://is1-ssl.mzstatic.com/image/thumb/RadioSource211/v4/dc/f5/be/dcf5be41-58fe-4cc0-94df-762b9e3d9c6b/bb_source.png/632x632cc.webp,9 – 10 AM,https://music.apple.com/us/station/apple-m%C3%BAsica-uno/ra.1740613864,2025-09-12T13:37:01.897097-07:00
Apple Musica Uno,3 – 3:10AM,Estoy Escuchando,Chino Pacas nos comparte los temas que está escuchando.,https://is1-ssl.mzstatic.com/image/thumb/Features/v4/16/ec/37/16ec3796-61b9-7d55-e34f-5d703180127e/9815aaed-3256-4089-9d9e-322173af78b4.png/632x632cc.webp,10 – 10:10 AM,https://music.apple.com/us/curator/estoy-escuchando/1739143000,2025-09-12T13:37:01.897097-07:00
Apple Musica Uno,5 – 7AM,La Oficial,La casa oficial de la música mexicana.,https://is1-ssl.mzstatic.com/image/thumb/RadioSource221/v4/6d/30/78/6d30785c-a453-8f1b-d927-265fafa942a7/bb_source.png/632x632cc.webp,12 – 2 PM,https://music.apple.com/us/curator/la-oficial-radio-with-evelyn-sicairos/1774051453,2025-09-12T13:37:01.897097-07:00
Apple Musica Uno,7 – 9AM,Puro Pop,Una mezcla única de éxitos del pop latino.,https://is1-ssl.mzstatic.com/image/thumb/RadioSource221/v4/03/89/e5/0389e59c-9089-fa00-59a1-b15a03fcf316/bb_source.png/632x632cc.webp,2 – 4 PM,https://music.apple.com/us/station/apple-m%C3%BAsica-uno/ra.1740613864,2025-09-12T13:37:01.897097-07:00
Apple Musica Uno,9 – 10:20AM,Natalia Lafourcade,Un recorrido por cada canción del álbum.,https://is1-ssl.mzstatic.com/image/thumb/Features221/v4/53/ef/4d/53ef4d09-660c-939d-2a74-d48998a5c863/3c7a28dd-3c3d-4a0b-b458-1c9c355a5115.png/632x632cc.webp,4 – 5:20 PM,https://music.apple.com/us/station/apple-m%C3%BAsica-uno/ra.1740613864,2025-09-12T13:37:01.897097-07:00
Apple Musica Uno,10:10 AM – 12PM,La Lista,La cultura que te mueve.,https://is1-ssl.mzstatic.com/image/thumb/Features221/v4/53/ef/4d/53ef4d09-660c-939d-2a74-d48998a5c863/3c7a28dd-3c3d-4a0b-b458-1c9c355a5115.png/632x632cc.webp,10:10 AM – 12PM,https://music.apple.com/us/station/apple-m%C3%BAsica-uno/ra.1740613864,2025-09-12T13:37:01.897097-07:00
Apple Musica Uno,11AM – 1PM,¡Dale Play!,¡Dale Play! a los éxitos de tus artistas favoritos.,https://is1-ssl.mzstatic.com/image/thumb/RadioSource211/v4/4d/32/22/4d32220c-771e-f1f7-d8c3-9d6b15c6c088/bb_source.png/632x632cc.webp,6 – 8 PM,https://music.apple.com/us/curator/dale-play-radio-with-lechero/1391364296,2025-09-12T13:37:01.897097-07:00
Apple Musica Uno,12 – 2AM,Por Siempre Hits,Una colección de hits innolvidables.,https://is1-ssl.mzstatic.com/image/thumb/RadioSource221/v4/0c/25/8b/0c258b92-4770-fa02-c64d-ade535f0fbd8/bb_source.png/632x632cc.webp,7 – 9 AM,https://music.apple.com/us/station/apple-m%C3%BAsica-uno/ra.1740613864,2025-09-12T13:37:01.897097-07:00
Apple Musica Uno,1 – 3PM,La Oficial,La casa oficial de la música mexicana.,https://is1-ssl.mzstatic.com/image/thumb/RadioSource221/v4/6d/30/78/6d30785c-a453-8f1b-d927-265fafa942a7/bb_source.png/632x632cc.webp,8 – 10 PM,https://music.apple.com/us/curator/la-oficial-radio-with-evelyn-sicairos/1774051453,2025-09-12T13:37:01.897097-07:00
Apple Musica Uno,1 – 3PM,Por Siempre Hits,Una colección de hits innolvidables.,https://is1-ssl.mzstatic.com/image/thumb/RadioSource221/v4/0c/25/8b/0c258b92-4770-fa02-c64d-ade535f0fbd8/bb_source.png/632x632cc.webp,8 – 10 PM,https://music.apple.com/us/station/apple-m%C3%BAsica-uno/ra.1740613864,2025-09-12T13:37:01.897097-07:00
Apple Musica Uno,3 – 5PM,La Lista,La cultura que te mueve.,https://is1-ssl.mzstatic.com/image/thumb/Features221/v4/53/ef/4d/53ef4d09-660c-939d-2a74-d48998a5c863/3c7a28dd-3c3d-4a0b-b458-1c9c355a5115.png/632x632cc.webp,10PM – 12AM,https://music.apple.com/us/station/apple-m%C3%BAsica-uno/ra.1740613864,2025-09-12T13:37:01.897097-07:00
Apple Musica Uno,5 – 6PM,Corridos al Cien,Pedazos de realidad en forma de canción.,https://is1-ssl.mzstatic.com/image/thumb/RadioSource211/v4/dc/f5/be/dcf5be41-58fe-4cc0-94df-762b9e3d9c6b/bb_source.png/632x632cc.webp,12 – 1 AM,https://music.apple.com/us/station/apple-m%C3%BAsica-uno/ra.1740613864,2025-09-12T13:37:01.897097-07:00
Apple Musica Uno,6 – 8PM,La Fórmula,Los sonidos más frescos de la escena urbana latina.,https://is1-ssl.mzstatic.com/image/thumb/RadioSource211/v4/c4/50/de/c450de42-3efc-e7e6-492b-91d1557b63ac/bb_source.png/632x632cc.webp,1 – 3 AM,https://music.apple.com/us/station/apple-m%C3%BAsica-uno/ra.1740613864,2025-09-12T13:37:01.897097-07:00
Apple Musica Uno,8 – 10PM,De Fiesta,"Pop latino, cumbia, salsa y reggaetón para amanecer bailando.",https://is1-ssl.mzstatic.com/image/thumb/RadioSource221/v4/13/d5/aa/13d5aa42-4f1c-0c7f-88ed-227c6d746fdf/bb_source.png/632x632cc.webp,3 – 5 AM,https://music.apple.com/us/station/apple-m%C3%BAsica-uno/ra.1740613864,2025-09-12T13:37:01.897097-07:00
Apple Musica Uno,10PM – 12AM,Pistear,Para pasar una larga noche de copas entre compas. ¡Salud!,https://is1-ssl.mzstatic.com/image/thumb/RadioSource221/v4/5e/47/81/5e478138-b6c4-cd28-f44d-ade334c7c97d/bb_source.png/632x632cc.webp,5 – 7 AM,https://music.apple.com/us/station/apple-m%C3%BAsica-uno/ra.1740613864,2025-09-12T13:37:01.897097-07:00
Apple Musica Uno,10:20 – 11AM,La Lista,La cultura que te mueve.,https://is1-ssl.mzstatic.com/image/thumb/Features221/v4/53/ef/4d/53ef4d09-660c-939d-2a74-d48998a5c863/3c7a28dd-3c3d-4a0b-b458-1c9c355a5115.png/632x632cc.webp,5:20 – 6 PM,https://music.apple.com/us/station/apple-m%C3%BAsica-uno/ra.1740613864,2025-09-12T13:37:01.897097-07:00
